key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
5005	ModelGuidance	Designing interactive systems in context: From prototype to deployment			Clerckx, T.; Luyten, K.; Coninx, K.						Excluded	Excluded	new_screen			2						
5006	ModelGuidance	Conceptual modeling for simulation: Steaming frozen food processing in vending machine			Zainuddin, F.; Ali, N. M.; Sidek, R. M.; Romli, A.; Talib, N.; Ibrahim, M. I.						Excluded	Excluded	new_screen			2						
5007	ModelGuidance	Developing game AI agent behaving like human by mixing reinforcement learning and supervised learning			Miyashita, S.; Lian, X.; Zeng, X.; Matsubara, T.; Uehara, K.						Excluded	Excluded	new_screen			2						
5008	ModelGuidance	Software maintenance versus software evolution: an approach to software systems evolution			Parets, J.; Torres, J. C.						Excluded	Excluded	new_screen			2						
5009	ModelGuidance	Verification, Validation, and Accreditation (VV\&A) Considering Military and Defense Characteristics			Kim, Jung Hoon; Jeong, Seugmin; Oh, Sunkyung; Jang, Young Jae						Excluded	Excluded	new_screen			2						
5010	ModelGuidance	A framework for visualizing model-driven software evolution - Its evaluation			Karanam, M.; Akepogu, A. R.						Excluded	Excluded	new_screen			2						
5011	ModelGuidance	Prioritizing software development productivity factors using the analytic hierarchy process			Finnie, G. R.; Wittig, G. E.; Petkov, D. I.						Excluded	Excluded	new_screen			2						
5012	ModelGuidance	A goal-based organizational perspective on multi-agent architectures			Kolp, M.; Giorgini, P.; Mylopoulos, J.						Excluded	Excluded	new_screen			2						
5013	ModelGuidance	Moving an application to the cloud - An evolutionary approach			Gunka, A.; Seycek, S.; Kühn, H.						Excluded	Excluded	new_screen			2						
5014	ModelGuidance	Modeling and recommending open source licenses with findOSSLicense			Kapitsaki, G.; Charalambous, G.						Excluded	Excluded	new_screen			2						
5015	ModelGuidance	A methodology to rank the design patterns on the base of text relevancy			Hussain, S.; Keung, J.; Sohail, M. K.; Khan, A. A.; Ilahi, M.; Ahmad, G.; Mufti, M. R.; Noor, M. A.						Excluded	Excluded	new_screen			2						
5016	ModelGuidance	EVERTims: Open source framework for real-time auralization in VR			Poirier-Quinot, D.; Katz, B. F. G.; Noisternig, M.						Excluded	Excluded	new_screen			2						
5017	ModelGuidance	Supporting UML sequence diagrams with a processor net approach			Spiteri Staines, T.						Excluded	Excluded	new_screen			2						
5018	ModelGuidance	Improving Data and Service Interoperability with Structure, Compliance, Conformance and Context Awareness			Delgado, J. C.						Excluded	Excluded	new_screen			2						
5019	ModelGuidance	Statistical API completion based on code relevance mining			Wang, C.; Yang, Y.; Liu, H.; Kang, L.						Excluded	Excluded	new_screen			2						
5020	ModelGuidance	The design and implementation of an application program interface for securing XML documents			Chang, Tao-Ku; Hwang, Gwan-Hwan						Excluded	Excluded	new_screen			2						
5021	ModelGuidance	Classification, clustering and association rule mining in educational datasets using data mining tools: A case study			Hussain, S.; Atallah, R.; Kamsin, A.; Hazarika, J.						Excluded	Excluded	new_screen			2						
5022	ModelGuidance	Visual middle-out modeling of problem spaces			Valente, A.						Excluded	Excluded	new_screen			2						
5023	ModelGuidance	Situation Based Energy Management Framework on Mobile Devices			Yu, C.-Y.; Oyeleke, R. O.; Chang, C. K.						Excluded	Excluded	new_screen			2						
5024	ModelGuidance	Didactic games system: Fifteen years of development in military simulation			De Oliveira Lyrio, G. H. S.; De Beauclair Seixas, R.						Excluded	Excluded	new_screen			2						
5025	ModelGuidance	The use of Prolog in the modelling and evaluation of structure charts			Tse, T. H.; Chen, T. Y.; Kwok, C. S.						Excluded	Excluded	new_screen			2						
5026	ModelGuidance	A Computational Model of Imitation and Autonomous Behavior			Sakoto, T.; Ozeki, M.; Oka, N.						Excluded	Excluded	new_screen			2						
5027	ModelGuidance	Teaching Oral Communication Techniques in RE by Student-Student Role Play: Initial Experiences			Sindre, G.						Excluded	Excluded	new_screen			2						
5028	ModelGuidance	Microflows: Lightweight automated planning and enactment of workflows comprising semantically-annotated microservices			Oberhauser, R.						Excluded	Excluded	new_screen			2						
5029	ModelGuidance	Understanding the Successes and Challenges of Model-Driven Software Engineering - A Comprehensive Systematic Mapping			Gottardi, T.; Braga, R. T. Vaccare						Excluded	Excluded	new_screen			2						
5030	ModelGuidance	A Compare-Aggregate Model with Embedding Selector for Answer Selection			Zheng, S.; Yang, J.						Excluded	Excluded	new_screen			2						
5031	ModelGuidance	User-story driven development of multi -agent systems: A process fragment for agile methods			Wautelet, Yves; Heng, Samedi; Kiv, Soreangsey; Kolp, Manuel						Excluded	Excluded	new_screen			2						
5032	ModelGuidance	Continuous and collaborative technology transfer: Software engineering research with real-time industry impact			Mikkonen, Tommi; Lassenius, Casper; Mannisto, Tomi; Oivo, Markku; Jarvinen, Janne						Excluded	Excluded	new_screen			2						
5033	ModelGuidance	Semi-Supervised Learning Based Tag Recommendation for Docker Repositories			Chen, W.; Zhou, J.-H.; Zhu, J.-X.; Wu, G.-Q.; Wei, J.						Excluded	Excluded	new_screen			2						
5034	ModelGuidance	Test Automation on a SaaS Platform			Mathew, R.; Spraetz, R.						Excluded	Excluded	new_screen			2						
5035	ModelGuidance	UML Consistency Rules: A Systematic Mapping Study			Torre, Damiano; Labiche, Yvan; Genero, Marcela						Excluded	Excluded	new_screen			2						
5036	ModelGuidance	Navigation expressions in object-oriented modelling			Hamie, A.; Howse, J.; Kent, S.						Excluded	Excluded	new_screen			2						
5037	ModelGuidance	Stakeholder Conflict Resolution Model (S-CRM) Based On Supervised Learning			Jeon, Chang-Kyun; Kim, Neung-Hoe; Lee, Dong-Hyun; Lee, Taek; In, Hoh Peter						Excluded	Excluded	new_screen			2						
5038	ModelGuidance	On the dynamic evidential reasoning algorithm for fault prediction			Si, X.-S.; Hu, C.-H.; Yang, J.-B.; Zhang, Q.						Excluded	Excluded	new_screen			2						
5039	ModelGuidance	A reinforcement learning approach for host-based intrusion detection using sequences of system calls			Xu, X.; Xie, T.						Excluded	Excluded	new_screen			2						
5040	ModelGuidance	Head pose estimation and face recognition using a non-linear tensor-based model			Takallou, H. M.; Kasaei, S.						Excluded	Excluded	new_screen			2						
5041	ModelGuidance	A Longitudinal Field Study on Creation and Use of Domain-Specific Languages in Industry			Denkers, Jasper						Excluded	Excluded	new_screen			2						
5042	ModelGuidance	Documenting Design-Pattern Instances: A Family of Experiments on Source-Code Comprehensibility			Scanniello, Giuseppe; Gravino, Carmine; Risi, Michele; Tortora, Genoveffa; Dodero, Gabriella						Excluded	Excluded	new_screen			2						
5043	ModelGuidance	The hybrid world of virtual environments			Smith, S.; Duke, D.; Massink, M.						Excluded	Excluded	new_screen			2						
5044	ModelGuidance	An empirical study of software release notes	Release notes are an important source of information about a new software release. Such notes contain information regarding what is new, changed, and/or got fixed in a release. Despite the importance of release notes, they are rarely explored in the research literature. Little is known about the contained information, e.g., contents and structure, in release notes. To better understand the types of contained information in release notes, we manually analyzed 85 release notes across 15 different software systems. In our manual analysis, we identify six different types of information (e.g., caveats and addressed issues) that are contained in release notes. Addressed issues refer to new features, bugs, and improvements that were integrated in that particular release. We observe that most release notes list only a selected number of addressed issues (i.e., 6-26 \% of all addressed issues in a release). We investigated nine different factors (e.g., issue priority and type) to better understand the likelihood of an issue being listed in release notes. The investigation is conducted on eight release notes of three software systems using four machine learning techniques. Results show that certain factors, e.g., issue type, have higher influence on the likelihood of an issue to be listed in release notes. We use machine learning techniques to automatically suggest the issues to be listed in release notes. Our results show that issues listed in all release notes can be automatically determined with an average precision of 84 \% and an average recall of 90 \%. To train and build the classification models, we also explored three scenarios: (a) having the user label some issues for a release and automatically suggest the remaining issues for that particular release, (b) using the previous release notes for the same software system, and (c) using prior releases for the current software system and the rest of the studied software systems. Our results show that the content of release notes vary between software systems and across the versions of the same software system. Nevertheless, automated techniques can provide reasonable support to the writers of such notes with little training data. Our study provides developers with empirically-supported advice about release notes instead of simply relying on adhoc advice from on-line inquiries.	Software release notes;  Machine learning techniques;  Empirical study	Abebe, Surafel Lemma; Ali, Nasir; Hassan, Ahmed E.	Empirical Softw. Engg.	https://doi.org/10.1007/s10664-015-9377-5	"Abebe SL, Arnaoudova V, Tonella P, Antoniol G, Gueheneuc Y-G (2012) Can lexicon bad smells improve fault prediction? In: Proceedings of the 2012 19th Working Conference on Reverse Engineering, WCRE '12. IEEE Computer Society, Washington, pp 235-244; citation_title=Guide to the software engineering body of knowledge - SWEBOK; citation_publication_date=2004; citation_id=CR2; citation_author=A Abran; citation_author=P Bourque; citation_author=R Dupuis; citation_author=JW Moore; citation_author=LT Leonard; citation_publisher=IEEE Press; Ahsan SN, Ferzund J, Wotawa F (2009) Program file bug fix effort estimation using machine learning methods for oss. In: SEKE, pp 129-134; Bachmann A, Bird C, Rahman F, Devanbu P, Bernstein A (2010) The missing links: bugs and bug-fix commits. In: Proceedings of the eighteenth ACM SIGSOFT international symposium on Foundations of software engineering. ACM, pp 97-106; Barandela R, Sanchez JS, Garcia V, Rangel E (2003) Strategies for learning in class imbalance problems. Pattern Recogn 36(3):849-851; Barandela R, Sanchez JS, Garcia V, Rangel E (2003) Strategies for learning in class imbalance problems. Pattern Recogn 36(3):849-851; Robert MB, Thomas JO, Elaine JW (2011) Does measuring code change improve fault prediction? In: Proceedings of the 7th International Conference on Predictive Models in Software Engineering, Promise '11. ACM, New York, pp 2:1-2:8; Bernard R, PSP, CHS-III (2012) Convergence q&a: The answer is in black and white. Accessed September, 2014. URL 
                    http://goo.gl/VMZG2k; Bird C, Pattison D, D'Souza R, Filkov V, Devanbu P (2008) Latent social structure in open source projects. In: Proceedings of the 16th ACM SIGSOFT International Symposium on Foundations of software engineering. ACM, pp 24-35; Breiman L, Schapire E (2001) Random forests. In: Machine Learning, pp 5-32; Creswell JW (2008) Research design: qualitative, quantitative, and mixed methods approaches, 3edn. Sage Publications Ltd.; D'Ambros M, Lanza M, Robbes R (2010) An extensive comparison of bug prediction approaches. In: Proceedings of the 7th IEEE Working Conference on Mining Software Repositories (MSR), MSR '10, pp 31-41; Anh ND, Cruzes DS, Conradi R, Ayala C (2011) Empirical validation of human factors in predicting issue lead time in open source projects. In: Proceedings of the 7th International Conference on Predictive Models in Software Engineering. ACM, p 13; Eyolfson J, Tan L, Lam P (2011) Do time of day and developer experience affect commit bugginess? In: Proceedings of the 8th Working Conference on Mining Software Repositories. ACM, pp 153-162; German D (2004) Using software trails to rebuild the evolution of software, Journal of Software Maintenance and Evolution: Research and Practice; citation_journal_title=SIGKDD Exploration Newsletter; citation_title=The weka data mining software: an update; citation_author=M Hall, E Frank, G Holmes, B Pfahringer, P Reutemann, IH Witten; citation_volume=11; citation_issue=1; citation_publication_date=2009; citation_pages=10-18; citation_doi=10.1145/1656274.1656278; citation_id=CR16; citation_journal_title=Automated Software Engg; citation_title=An investigation on the feasibility of cross-project defect prediction; citation_author=Z He, F Shu, Y Ye, M Li, Q Wang; citation_volume=19; citation_issue=2; citation_publication_date=2012; citation_pages=167-199; citation_doi=10.1007/s10515-011-0090-3; citation_id=CR17; citation_journal_title=J Comput Graph Stat; citation_title=Unbiased recursive partitioning: A conditional inference framework; citation_author=T Hothorn, K Hornik, A Zeileis; citation_volume=15; citation_issue=3; citation_publication_date=2006; citation_pages=651-674; citation_doi=10.1198/106186006X133933; citation_id=CR18; citation_journal_title=Stat Med; citation_title=Bagging survival trees; citation_author=T Hothorn, B Lausen, A Benner, M Radespiel-Troger; citation_volume=23; citation_issue=1; citation_publication_date=2004; citation_pages=77-91; citation_doi=10.1002/sim.1593; citation_id=CR19; Kamei Y, Matsumoto S, Monden A, Matsumoto K-i, Adams B, Hassan AE (2010) Revisiting common bug prediction findings using effort-aware models. In: Proceedings of the 2010 IEEE International Conference on Software Maintenance, ICSM '10. IEEE Computer Society, Washington , pp 1-10; citation_journal_title=Neural Comput; citation_title=Improvements to platt's smo algorithm for svm classifier design; citation_author=SS Keerthi, SK Shevade, C Bhattacharyya, KRK Murthy; citation_volume=13; citation_issue=3; citation_publication_date=2001; citation_pages=637-649; citation_doi=10.1162/089976601300014493; citation_id=CR21; Khomh F, Dhaliwal T, Zou Y, Adams B (2012) Do faster releases improve software quality? an empirical case study of mozilla firefox. In: 2012 9th IEEE Working Conference on Mining Software Repositories (MSR). IEEE, pp 179-188; Liu K, Tan H B K, Zhang H (2013) Has this bug been reported? In: 2013 20th Working Conference on Reverse Engineering (WCRE). IEEE, pp 82-91; Maalej W, Happel H-J (2010) Can development work describe itself? In: 7th IEEE Working Conference on Mining Software Repositories, pp 191-200; citation_journal_title=J Appl Behav Sci; citation_title=Grounded theory and organizational research; citation_author=PY Martin, BA Turner; citation_volume=22; citation_issue=2; citation_publication_date=1986; citation_pages=141-157; citation_doi=10.1177/002188638602200207; citation_id=CR25; Mende T, Koschke R (2010) Effort-aware defect prediction models. In: 2010 14th European Conference on Software Maintenance and Reengineering (CSMR). IEEE, pp 107-116; Mockus A, Herbsleb JD (2002) Expertise browser: A quantitative approach to identifying expertise. In: Proceedings of the 24th International Conference on Software Engineering, ICSE '02. ACM, New York, pp 503-512; LaTonya Pearson (2013) The benefit of software release notes and why your company should use them. Accessed September, 2014. URL 
                    http://goo.gl/lsCKtw; citation_title=C4.5: programs for machine learning; citation_publication_date=1993; citation_id=CR29; citation_author=R Quinlan; citation_publisher=Morgan Kaufmann Publishers; Rahman F, Devanbu P (2011) Ownership, experience and defects: a fine-grained study of authorship. In: Proceedings of the 33rd International Conference on Software Engineering. ACM, pp 491-500; Shirabad JS (2003) Supporting software maintenance by mining software update records, PhD thesis, Ottawa, Ont., Canada, Canada. AAINQ79317; Shihab E, Ihara A, Kamei Y, Ibrahim WM, Ohira M, Adams B, Hassan AE, Matsumoto K-i (2010) Predicting re-opened bugs: A case study on the eclipse project. In: 17th Working Conference on Reverse Engineering (WCRE), pp 249-258; citation_journal_title=Empir Softw Eng; citation_title=Studying re-opened bugs in open source software; citation_author=E Shihab, A Ihara, Y Kamei, WM Ibrahim, M Ohira, B Adams, AE Hassan, Ki Matsumoto; citation_volume=18; citation_issue=5; citation_publication_date=2013; citation_pages=1005-1042; citation_doi=10.1007/s10664-012-9228-6; citation_id=CR33; citation_journal_title=Bioinformatics; citation_title=Rocr: visualizing classifier performance in r; citation_author=T Sing, O Sander, N Beerenwinkel, T Lengauer; citation_volume=21; citation_issue=20; citation_publication_date=2005; citation_pages=3940-3941; citation_doi=10.1093/bioinformatics/bti623; citation_id=CR34; Sumner M, Frank E, Hall M (2005) Speeding up logistic model tree induction. In: Proceedings of the 9th European conference on Principles and Practice of Knowledge Discovery in Databases, PKDD'05. Springer, Berlin, pp 675-683; Tian Y, Lo D, Sun C (2013) Drone: Predicting priority of reported bugs by multi-factor analysis. In: 2013 29th IEEE International Conference on Software Maintenance (ICSM). IEEE, pp 200-209; Wu R, Zhang H, Kim S, Cheung S-C (2011) Relink: recovering links between bugs and changes. In: Proceedings of the nineteen ACM SIGSOFT international symposium on Foundations of software engineering. ACM, pp 15-25; Yu L (2009) Mining change logs and release notes to understand software maintenance and evolution. CLEI Electron J 12(2); Zhang F, Mockus A, Keivanloo I, Zou Y (2014) Towards building a universal defect prediction model. In: Proceedings of the 11th Working Conference on Mining Software Repositories, MSR 2014. ACM, New York, pp 182-191; Zimmermann T, Nagappan N, Gall H, Giger E, Murphy B (2009) Cross-project defect prediction: A large scale experiment on data vs. domain vs. process. In: Proceedings of the the 7th Joint Meeting of the European Software Engineering Conference and the ACM SIGSOFT Symposium on The Foundations of Software Engineering, ESEC/FSE '09. ACM, New York, pp 91-100"	1107-1142	"@article{10.1007/s10664-015-9377-5,
    author = ""Abebe, Surafel Lemma and Ali, Nasir and Hassan, Ahmed E."",
    title = ""An empirical study of software release notes"",
    year = ""2016"",
    issue_date = ""June 2016"",
    publisher = ""Kluwer Academic Publishers"",
    address = ""USA"",
    volume = ""21"",
    number = ""3"",
    issn = ""1382-3256"",
    url = ""https://doi.org/10.1007/s10664-015-9377-5"",
    doi = ""10.1007/s10664-015-9377-5"",
    abstract = ""Release notes are an important source of information about a new software release. Such notes contain information regarding what is new, changed, and/or got fixed in a release. Despite the importance of release notes, they are rarely explored in the research literature. Little is known about the contained information, e.g., contents and structure, in release notes. To better understand the types of contained information in release notes, we manually analyzed 85 release notes across 15 different software systems. In our manual analysis, we identify six different types of information (e.g., caveats and addressed issues) that are contained in release notes. Addressed issues refer to new features, bugs, and improvements that were integrated in that particular release. We observe that most release notes list only a selected number of addressed issues (i.e., 6-26 \\% of all addressed issues in a release). We investigated nine different factors (e.g., issue priority and type) to better understand the likelihood of an issue being listed in release notes. The investigation is conducted on eight release notes of three software systems using four machine learning techniques. Results show that certain factors, e.g., issue type, have higher influence on the likelihood of an issue to be listed in release notes. We use machine learning techniques to automatically suggest the issues to be listed in release notes. Our results show that issues listed in all release notes can be automatically determined with an average precision of 84 \\% and an average recall of 90 \\%. To train and build the classification models, we also explored three scenarios: (a) having the user label some issues for a release and automatically suggest the remaining issues for that particular release, (b) using the previous release notes for the same software system, and (c) using prior releases for the current software system and the rest of the studied software systems. Our results show that the content of release notes vary between software systems and across the versions of the same software system. Nevertheless, automated techniques can provide reasonable support to the writers of such notes with little training data. Our study provides developers with empirically-supported advice about release notes instead of simply relying on adhoc advice from on-line inquiries."",
    journal = ""Empirical Softw. Engg."",
    month = ""jun"",
    pages = ""1107-1142"",
    numpages = ""36"",
    keywords = ""Software release notes, Machine learning techniques, Empirical study""
}"	Excluded	Excluded	new_screen			2	ACM		An empirical study of software release notes	https://link.springer.com/article/10.1007/s10664-015-9377-5	Kluwer Academic Publishers	
5045	ModelGuidance	Software Change Prediction: A Systematic Review and Future Guidelines			Malhotra, Ruchika; Khanna, Megha						Excluded	Excluded	new_screen			2						
5046	ModelGuidance	Creating Interactive Driver Experiences with the Scenario Markup Language			Gajananan, Kugamoorthy; Doirado, Eurico; Nakasone, Arturo; Cuba, Pedro; Prendinger, Helmut; Miska, Marc						Excluded	Excluded	new_screen			2						
5047	ModelGuidance	Proposals of a method detectiong learners' difficult points in object modeling exercises and a tool to support the method			Tanaka, T.; Mori, K.; Hashiura, H.; Hazeyama, A.; Komiya, S.						Excluded	Excluded	new_screen			2						
5048	ModelGuidance	On development environments for aircraft modeling			Prochnow, S.; Stenz, G.; Ziemer, S.						Excluded	Excluded	new_screen			2						
5049	ModelGuidance	MEDAL: a case tool extension for model-driven software engineering			Guelfi, N.; Ries, B.; Sterges, P.						Excluded	Excluded	new_screen			2						
5050	ModelGuidance	When Code Completion Fails: A Case Study on Real-World Completions			Hellendoorn, V. J.; Proksch, S.; Gall, H. C.; A. Bacchelli						Excluded	Excluded	new_screen			2						
5051	ModelGuidance	Integrating Visual Analytics Support for Grounded Theory Practice in Qualitative Text Analysis			Chandrasegaran, S.; Badam, S. K.; Kisselburgh, L.; Ramani, K.; Elmqvist, N.						Excluded	Excluded	new_screen			2						
5052	ModelGuidance	Toward structured simulation of enterprise models			Roychoudhury, S.; Sunkle, S.; Rathod, H.; Kulkarni, V.						Excluded	Excluded	new_screen			2						
5053	ModelGuidance	Properties of confidentiality requirements			Onabajo, A.; Jahnke, J. H.						Excluded	Excluded	new_screen			2						
5054	ModelGuidance	Specific graph models and their mappings to a common model			Bohlen, B.						Excluded	Excluded	new_screen			2						
5055	ModelGuidance	A design pattern knowledge base and its application to sequence diagram design			Shakya, B.; Nantajeewarawat, E.						Excluded	Excluded	new_screen			2						
5056	ModelGuidance	Object-oriented modeling of a generic HRIS: Evolving a common reference for is developers and HR specialists			Riolli, L.; Evangelopoulos, N.; Sidorova, A.						Excluded	Excluded	new_screen			2						
5057	ModelGuidance	Network Diversity: A Security Metric for Evaluating the Resilience of Networks Against Zero-Day Attacks			Zhang, M.; Wang, L.; Jajodia, S.; Singhal, A.; Albanese, M.						Excluded	Excluded	new_screen			2						
5058	ModelGuidance	A framework for games-based construction learning: A text-based programming languages approach			Batista, A. L. F.; Connolly, T.; Angotti, J. A. P.						Excluded	Excluded	new_screen			2						
5059	ModelGuidance	Object metamodelling of the whole-part relationship			Barbier, F.; Henderson-Sellers, B.						Excluded	Excluded	new_screen			2						
5060	ModelGuidance	Inherent characteristics of traceability artifacts: Less is more			Hayes, J. H.; Antoniol, G.; Adams, B.; Guehénéuc, Y.-G.						Excluded	Excluded	new_screen			2						
5061	ModelGuidance	A generic metamodel for adaptable service oriented systems modeling using DSM approach			Lethrech, M.; Elmagrouni, I.; Nassar, M.; Kriouile, A.; Kenzi, A.						Excluded	Excluded	new_screen			2						
5062	ModelGuidance	Stored procedures as an implementation tool business logic in applications of databases			Filimonenkova, T. N.						Excluded	Excluded	new_screen			2						
5063	ModelGuidance	Software product line to overcome the variability issue in E-learning: Systematic literature review			Sebbaq, H.; Retbi, A.; Idrissi, M. K.; Bennani, S.						Excluded	Excluded	new_screen			2						
5064	ModelGuidance	Register-My-Face: A tool to register three-dimensional face images			Ganguly, S.; Bhattacharjee, D.; Nasipuri, M.						Excluded	Excluded	new_screen			2						
5065	ModelGuidance	Conceptual modeling of styles for mobile systems: A layered approach based on graph transformation			Heckel, R.; Guo, P.						Excluded	Excluded	new_screen			2						
5066	ModelGuidance	A Culture of Uncertainty: Interaction and Organizational Memory in Software Engineering Teams under a Productivity Scheme			Kameo, Nahoko						Excluded	Excluded	new_screen			2						
5067	ModelGuidance	A case study about the improvement of business process models driven by indicators			Sánchez-González, L.; García, F.; Ruiz, F.; Piattini, M.						Excluded	Excluded	new_screen			2						
5068	ModelGuidance	High performance computing for three-dimensional agent-based molecular models			Pérez-Rodríguez, G.; Pérez-Pérez, M.; Fdez-Riverola, F.; Lourenço, A.						Excluded	Excluded	new_screen			2						
5069	ModelGuidance	Workspaces: A multi-level architectural style for synchronous groupware			Phillips, W. G.; Graham, T. C. N.						Excluded	Excluded	new_screen			2						
5070	ModelGuidance	The implication of different learning styles on the modeling of object-oriented systems			Thomas, L. A.						ConflictExcluded	Excluded	new_screen			2						
5071	ModelGuidance	Adoption of structure clash detection method for architectural CAD system generation			Efendy, L.; Hashimoto, M.; Hirota, T.						Excluded	Excluded	new_screen			2						
5072	ModelGuidance	An Online Modeling Method Based on Support Vector Machine			Wang, S.; San, Y.; Wang, S.						Excluded	Excluded	new_screen			2						
5073	ModelGuidance	Collaborative Creation and Versioning of Modeling Languages with MetaEdit+			Kelly, Steven; Tolvanen, Juha-Pekka						Excluded	Excluded	new_screen			2						
5074	ModelGuidance	Intrusion detection system modeling based on neural networks and fuzzy logic			Midzic, A.; Avdagic, Z.; Omanovic, S.						Excluded	Excluded	new_screen			2						
5075	ModelGuidance	From security patterns to implementation using Petri nets			Horvath, V.; Dörges, T.						Excluded	Excluded	new_screen			2						
5076	ModelGuidance	A model to define an ehealth technological ecosystem for caregivers			García-Holgado, A.; Marcos-Pablos, S.; García-Peñalvo, F. J.						Excluded	Excluded	new_screen			2						
5077	ModelGuidance	Towards a framework for supporting software modeling activities through novel interaction and visualization techniques			Frisch, M.; Dachselt, R.						Excluded	Excluded	new_screen			2						
5078	ModelGuidance	The Emerging Role of Data Scientists on Software Development Teams			Kim, M.; Zimmermann, T.; DeLine, R.; Begel, A.						Excluded	Excluded	new_screen			2						
5079	ModelGuidance	What's in a relationship: An ontological analysis			Guizzardi, G.; Wagner, G.						Excluded	Excluded	new_screen			2						
5080	ModelGuidance	A knowledge-based approach to encouraging reuse of simulation and modeling programs			Miller, L.; Quilici, A.						Excluded	Excluded	new_screen			2						
5081	ModelGuidance	M(in)BASE: An upward-tailorable process wrapper framework for identifying and avoiding model clashes			Klappholz, D.; Port, D.						Excluded	Excluded	new_screen			2						
5082	ModelGuidance	Towards executable models: Transforming EDOC behavior models to CORBA and BPEL			Kath, O.; Blazarenas, A.; Born, M.; Eckert, K.-P.; Funabashi, M.; Hirai, C.						Excluded	Excluded	new_screen			2						
5083	ModelGuidance	COMNET III: object-oriented network performance prediction			Jones, Jeffry						Excluded	Excluded	new_screen			2						
5084	ModelGuidance	Assessment Process for a Simulation-Based Training Environment in Global Software Development			Monasor, Miguel Jiménez; Vizcaíno, Aurora; Piattini, Mario; Noll, John; Beecham, Sarah						Excluded	Excluded	new_screen			2						
5085	ModelGuidance	Enriching iTunes app store categories via topic modeling			Vakulenko, S.; Müller, O.; Vom Brocke, J.						Excluded	Excluded	new_screen			2						
5086	ModelGuidance	Modeling Stock Prices with Text Contents in 10-Q Reports			Lee, W.; Suh, B.						Excluded	Excluded	new_screen			2						
5087	ModelGuidance	Experience report: A safety engineering tool supporting error model creation and visualization			Mader, R.; Obendrauf, R.; Prinz, P.; Griessnig, G.						Excluded	Excluded	new_screen			2						
5088	ModelGuidance	Systems development methods guidance and CASE: integration between CASE and CAL			Hoggarth, G. R.; Lockyer, M. A.						Excluded	Excluded	new_screen			2						
5089	ModelGuidance	A method and tool for tracing requirements into specifications			Hallerstede, S.; Jastram, M.; Ladenberger, L.						Excluded	Excluded	new_screen			2						
5090	ModelGuidance	On the Application of Cross-Project Validation for Predicting Maintainability of Open Source Software using Machine Learning Techniques			Malhotra, R.; Lata, K.						Excluded	Excluded	new_screen			2						
5091	ModelGuidance	Metrics for agent-based software development			Far, B. H.; Wanyama, T.						Excluded	Excluded	new_screen			2						
5092	ModelGuidance	Yet another real-time specification for the steam boiler: Local clocks to statically measure systems performance			Attanasio, C.; Corradini, F.; Inverardi, P.						Excluded	Excluded	new_screen			2						
5093	ModelGuidance	WCAG Conformance Approach Based on Model-Driven Development and WebML			Watanabe, Willian Massami; Neto, David Fernandes; Bittar, Thiago Jabur; Fortes, Renata P. M.						Excluded	Excluded	new_screen			2						
5094	ModelGuidance	Preparing software engineers for the 'real world'			Yourdon, E.						Excluded	Excluded	new_screen			2						
5095	ModelGuidance	Comprehension processes during large scale maintenance			Mayrhauser, A. von; Vans, A. M.						Excluded	Excluded	new_screen			2						
5096	ModelGuidance	Impact of footprinting on model quality: An experimental evaluation			Jeanneret, C.; Glinz, M.; Baudry, B.; Combemale, B.						Excluded	Excluded	new_screen			2						
5097	ModelGuidance	State of the art model driven game development: A survey of technological solutions for game-based learning			Tang, S.; Hanneghan, M.						Excluded	Excluded	new_screen			2						
5098	ModelGuidance	Using Web-Based Personalization on Spatial Data Warehouses			Glorio, Octavio; Mazón, Jose-Norberto; Garrigós, Irene; Trujillo, Juan						Excluded	Excluded	new_screen			2						
5099	ModelGuidance	Intelligent water drops (IWD) algorithm for COQUAMO optimization			Saif, A. G.; Abbas, S.; Fayed, Z.						Excluded	Excluded	new_screen			2						
5100	ModelGuidance	The new modeling method for Instructional System Design with Unified Process and UML			Jiang, Z.						ConflictExcluded	Excluded	new_screen			2						
5101	ModelGuidance	Applying agile methodologies to marine implementation projects			McFadden, P.; Yamauchi, S.						Excluded	Excluded	new_screen			2						
5102	ModelGuidance	Behavioral modeling of nonlinear RF power amplifiers using ensemble SDBCC network			Xie, L.; Wei, H.; Zhang, K.						Excluded	Excluded	new_screen			2						
5103	ModelGuidance	SimVR-Trei: A framework for developing vr-enhanced training			Dam, P.; Prado, R.; Radetic, D.; Raposo, A.; Santos, I. H. F. Dos						Excluded	Excluded	new_screen			2						
5104	ModelGuidance	Functional description of geoprocessing services as conjunctive datalog queries			Fitzner, D.; Hoffmann, J.; Klien, E.						Excluded	Excluded	new_screen			2						
5105	ModelGuidance	An approach for developing a conceptual quality model by changing the learner behavior with OER			Alzaghoul, A.; Tovar, E.						Excluded	Excluded	new_screen			2						
5106	ModelGuidance	Learn-as-you-go: New ways of cloud-based micro-learning for the mobile web			Kovachev, D.; Cao, Y.; Klamma, R.; Jarke, M.						Excluded	Excluded	new_screen			2						
