	key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
574		ModelingAssist	Workshop on Models for Non-functional Properties of Component-Based Software â€“ NfC									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2006				
575		ModelingAssist	A catalog of automated analysis methods for enterprise models									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2016				
576		ModelingAssist	Testing Tools									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2016				
577		ModelingAssist	Foundations and Tools for End-User Architecting									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2012				
578		ModelingAssist	Exploring the factors influencing the cloud computing adoption: a systematic study on cloud migration									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2015				
579		ModelingAssist	European Project Space Papers for the PROFES 2019 - Summary									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2019				
580		ModelingAssist	An ontologyâ€based clinical data warehouse for scientific research									Excluded	ConflictExcluded	new_screen		E2: The proposal is not related to software engineering.	2		2015				
581		ModelingAssist	Development and case study of a new-generation model-VAT for analyzing the boundary conditions influence on atmospheric mercury simulation									Excluded	ConflictExcluded	new_screen		E2: The proposal is not related to software engineering.	2		2017				
582		ModelingAssist	Workflow Testing									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2008				
583		ModelingAssist	The Integration of Decision Analysis Techniques in High-Throughput Clinical Analyzers									Excluded	ConflictExcluded	new_screen		E2: The proposal is not related to software engineering.	2		2016				
584		ModelingAssist	Partial Least Squares Path Analysis									Excluded	ConflictExcluded	new_screen		E2: The proposal is not related to software engineering.	2		2015				
585		ModelingAssist	An approach based on the domain perspective to develop WSAN applications									Excluded	ConflictExcluded	new_screen		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2		2015				
586		ModelingAssist	Mutation testing based evaluation of formal verification tools									Excluded	ConflictExcluded	new_screen		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2		2017				
587		ModelingAssist	A Feature-Based Classification of Model Repair Approaches									Excluded	ConflictExcluded	new_screen	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2		2012				
588		ModelingAssist	Towards systematic spreadsheet construction processes									Excluded	ConflictExcluded	new_screen		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2		2017				
590		ModelingAssist	Applying a model-based methodology to develop web-based systems of systems									Excluded	ConflictExcluded	new_screen		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2		2017				
591		ModelingAssist	Incremental Deductive Verification for Relational Model Transformations									Included	ConflictExcluded	new_screen		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2		2017				
592		ModelingAssist	Industrial Base Sustainment through Risk Modeling with Model-Based Systems Engineering Applications									Excluded	ConflictExcluded	new_screen		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2		2017				
