project	key	title	abstract	doi	decision	mode	exclusion_criteria	reviewer_count
	MED514_F4	The design and implementation of a Web mobile-based behavior change application system,	While information and communication technologies are being widely used in healthcare domain to treat diseases, now it is also the time for applying those technologies to support preventative care for healthy populations. In this paper, we are going to share our experiences from the practice of building a behavior change application system called Wellness Diary System by using both Web and mobile technologies. The system targets at both healthy populations and healthcare professionals providing services. This paper not only aims for sharing the experiences, but also intends to discuss some foreseen challenges and opportunities that will have important impacts on the further of the system. © 2008 IEEE.,” in 5th Int. Conference on Information Technology and Applications in Biomedicine, ITAB 2008 in conjunction with 2nd Int. Symposium and Summer School on Biomedical and Health Engineering, IS3BHE 2008, 2008, pp. 491–494. doi: 10.1109/ITAB.2008.4570573.		Ex	new_screen		
	MED994_B1	Interactive health communication applications for people with chronic disease,	Background Interactive Health Communication Applications (IHCAs) are computer-based, usually web-based, information packages for patients that combine health informationwith at least one of social support, decision support, or behaviour change support.These are innovations in health care and their effects on health are uncertain. Objectives To assess the effects of IHCAs for people with chronic disease. Search methods We designed a four-part search strategy. First, we searched electronic bibliographic databases for published work; second, we searched the grey literature; and third, we searched for ongoing and recently completed clinical trials in the appropriate databases. Finally, researchers of included studies were contacted, and reference lists fromrelevant primary and review articles were followed up. As IHCAs require relatively new technology, the search time period commenced at 1990, where possible, and ran until 31 December 2003. Selection criteria Randomised controlled trials (RCTs) of IHCAs for adults and children with chronic disease. Data collection and analysis One review author screened abstracts for relevance. Two review authors screened all candidate studies to determine eligibility, apply quality criteria, and extract data from included studies. Authors of included RCTs were contacted for missing data. Results of RCTs were pooled using random-effects model with standardised mean differences (SMDs) for continuous outcomes and odds ratios for binary outcomes; heterogeneity was assessed using the I2 statistic. Main results We identified 24 RCTs involving 3739 participants which were included in the review. IHCAs had a significant positive effect on knowledge (SMD 0.46; 95% confidence interval (CI) 0.22 to 0.69), social support (SMD 0.35; 95% CI 0.18 to 0.52) and clinical outcomes (SMD 0.18; 95% CI 0.01 to 0.35). Results suggest it is more likely than not thatIHCAs have a positive effect on self-efficacy (a person’s belief in their capacity to carry out a specific action) (SMD 0.24; 95% CI 0.00 to 0.48). IHCAs had a significant positive effect on continuous behavioural outcomes (SMD 0.20; 95% CI 0.01 to 0.40). Binary behavioural outcomes also showed a positive effect for IHCAs, although this result was not statistically significant (OR 1.66; 95% CI 0.71 to 3.87). It was not possible to determine the effects of IHCAs on emotional or economic outcomes. Authors’ conclusions IHCAs appear to have largely positive effects on users, in that users …,” vol. 2005, no. 4, pp. 1–82, 2005, doi: 10.1002/14651858.CD004274.pub4.		Ex	new_screen		
	MED994_F1	Incorporating behavioral trigger messages into a mobile health app for chronic disease management: Randomized clinical feasibility trial in diabetes,	Background: Although there is a rise in the use of mobile health (mHealth) tools to support chronic disease management, evidence derived from theory-driven design is lacking. Objective: The objective of this study was to determine the impact of an mHealth app that incorporated theory-driven trigger messages. These messages took different forms following the Fogg behavior model (FBM) and targeted self-efficacy, knowledge, and self-care. We assess the feasibility of our app in modifying these behaviors in a pilot study involving individuals with diabetes. Methods: The pilot randomized unblinded study comprised two cohorts recruited as employees from within a health care system. In total, 20 patients with type 2 diabetes were recruited for the study and a within-subjects design was utilized. Each participant interacted with an app called capABILITY. capABILITY and its affiliated trigger (text) messages integrate components from social cognitive theory (SCT), FBM, and persuasive technology into the interactive health communications framework. In this within-subjects design, participants interacted with the capABILITY app and received (or did not receive) text messages in alternative blocks. The capABILITY app alone was the control condition along with trigger messages including spark and facilitator messages. A repeated-measures analysis of variance (ANOVA) was used to compare adherence with behavioral measures and engagement with the mobile app across conditions. A paired sample t test was utilized on each health outcome to determine changes related to capABILITY intervention, as well as participants’ classified usage of capABILITY. Results: Pre- and postintervention results indicated statistical significance on 3 of the 7 health survey measures (general diet: P=.03; exercise: P=.005; and blood glucose: P=.02). When only analyzing the high and midusers (n=14) of capABILITY, we found a statistically significant difference in both self-efficacy (P=.008) and exercise (P=.01). Although the ANOVA did not reveal any statistically significant differences across groups, there is a trend among spark conditions to respond more quickly (ie, shorter log-in lag) following the receipt of the message. Conclusions: Our theory-driven mHealth app appears to be a feasible means of improving self-efficacy and health-related behaviors. Although our sample size is too small to draw conclusions about the differential impact of specific forms of trigger messages, our findings sug…,” vol. 8, no. 3, 2020, doi: 10.2196/15927.		Ex	new_screen		
	MED994_F2	Type I diabetes self-management: Developing a web-based telemedicine application,	Background: Self-management skills are essential for patients with diabetes mellitus to minimise the risks of complications from their condition. The aim of this research was to develop a web-based application for self-management of type 1 diabetes, suitable for use by patients, their carers and physicians. Method: The study was comprised of two phases, the first being analysis of the kind of information and capabilities required by potential users of the system. Based on the results derived from the first phase of the study, the system prototype was designed and then evaluated using the ‘think aloud’ method and a standard questionnaire. The application was designed for use by patients, their carers and physicians. Patients could enter the level of blood glucose, insulin and activities on a daily basis, and physicians were able to supervise a patient’s health status from a distance. Results: Users were generally satisfied with the final version of the system. People with a wide range of literacy skills were able to use the system effectively. Conclusion: Patients or their carers could use the web-based application as a log book by entering the level of blood glucose and insulin doses on a regular basis, and as an educational resource to improve self-management skills. Physicians could use the system at any time convenient to them to support patients by giving medical advice. Further research is needed to report the effectiveness of the system in practice.,” vol. 45, no. 1, pp. 16–26, 2016, doi: 10.1177/1833358316639456.		In	new_screen		
	MED994_F3	Effectiveness of a Web-based tailored interactive health communication application for patients with type 2 diabetes or chronic low back pain: Randomized controlled trial,	Background: The prevalence of chronic diseases such as type 2 diabetes and chronic low back pain is rising. Patient empowerment is a key strategy in the management of chronic diseases. Patient empowerment can be fostered by Web-based interactive health communication applications (IHCAs) that combine health information with decision support, social support, and/or behavioral change support. Tailoring the content and tone of IHCAs to the needs of individual patients might improve their effectiveness. Objective: The main objective was to test the effectiveness of a Web-based, tailored, fully automated IHCA for patients with type 2 diabetes or chronic low back pain against a standard website with identical content without tailoring (control condition) on patients’ knowledge and empowerment. Methods: We performed a blinded randomized trial with a parallel design. In the intervention group, the content was delivered in dialogue form, tailored to relevant patient characteristics. In the control group, the sections of the text were presented in a content tree without any tailoring. Participants were recruited online and offline and were blinded to their group assignments. Measurements were taken at baseline (t0), directly after the first visit (t1), and at 3-month follow-up (t2). The primary hypothesis was that the tailored IHCA would have larger effects on knowledge and patient empowerment (primary outcomes) than the control website. The secondary outcomes were decisional conflict and preparation for decision making. All measurements were conducted by online self-report questionnaires. Intention-to-treat (ITT) and available cases (AC) analyses were performed for all outcomes. Results: A total of 561 users agreed to participate in the study. Of these, 179 (31.9%) had type 2 diabetes and 382 (68.1%) had chronic low back pain. Usage was significantly higher in the tailored system (mean 51.2 minutes) than in the control system (mean 37.6 minutes; P<.001). Three months after system use, 52.4% of the sample was retained. There was no significant intervention effect in the ITT analysis. In the AC analysis, participants using the tailored system displayed significantly more knowledge at t1 (P=.02) and more emotional well-being (subscale of empowerment) at t2 (P=.009). The estimated mean difference between the groups was 3.9 (95% CI 0.5-7.3) points for knowledge and 25.4 (95% CI 6.3-44.5) points for emotional well-being on a 0-100 points scale. Conclusions: The primary…,” vol. 17, no. 3, 2015, doi: 10.2196/jmir.3904.		In	new_screen		
	MED994_F4	Health information, behavior change, and decision support for patients with type 2 diabetes: Development of a tailored, preference-sensitive health communication application,	Patient involvement in diabetes treatment such as shared decision-making and patient self-management has significant effects on clinical parameters. As a prerequisite for active involvement, patients need to be informed in an adequate and preference-sensitive way. Interactive Health Communication Applications (IHCAs) that combine web-based health information for patients with additional support offer the opportunity to reach great numbers of patients at low cost and provide them with high-quality information and support at the time, place, and learning speed they prefer. Still, web-based interventions often suffer from high attrition. Tailoring the intervention to patients’ needs and preferences might reduce attrition and should thereby increase effectiveness. The purpose of this study was to develop a tailored IHCA offering evidence-based, preference-sensitive content and treatment decision support to patients with type 2 diabetes. The content was developed based on a needs assessment and two evidence-based treatment guidelines. The delivery format is a dialogue-based, tunneled design tailoring the content and tone of the dialogue to relevant patient characteristics (health literacy, attitudes toward self-care, and psychological barriers to insulin treatment). Both content and tailoring were revised by an interdisciplinary advisory committee. Conclusion: The World Wide Web holds great potential for patient information and self-management interventions. With the development and evaluation of a tailored IHCA, we complement face-to-face consultations of patients with their health care practitioners and make them more efficient and satisfying for both sides. Effects of the application are currently being tested within a randomized controlled trial. © 2013 Weymann et al.,” vol. 7, pp. 1091–1099, 2013, doi: 10.2147/PPA.S46924.		In	new_screen		
	MED994_F5	A tailored, dialogue-based health communication application for patients with chronic low back pain: Study protocol of a randomised controlled trial,	Background: Chronic low back pain is a common chronic condition whose treatment success can be improved by active involvement of patients. Patient involvement can be fostered by web-based applications combining health information with decision support or behaviour change support. These so-called Interactive Health Communication Applications (IHCAs) can reach great numbers of patients at low financial cost and provide information and support at the time, place and learning speed patients prefer. However, high attrition often seems to decrease the effects of web-based interventions. Tailoring content and tone of IHCAs to the individual patient s needs might improve usage and therefore effectiveness. This study aims to evaluate a tailored IHCA for people with chronic low back pain combining health information with decision support and behaviour change support. Methods/Design. The tailored IHCA will be tested regarding effectiveness and usage against a standard website with identical content in a single-blinded randomized trial with a parallel design. The IHCA contains information on chronic low back pain and its treatment options including health behaviour change recommendations. In the intervention group the content is delivered in dialogue form, tailored to relevant patient characteristics (health literacy, coping style). In the control group there is no tailoring, a standard web-page is used for presenting the content. Participants are unaware of group assignment. Eligibility criteria are age ≥ 18 years, self- reported chronic low back pain, and Internet access. To detect the expected small effect (Cohen’s d = 0.2), the sample aims to include 414 patients, with assessments at baseline, directly after the first on-page visit, and at 3-month follow-up using online self-report questionnaires. It is expected that the tailored IHCA has larger effects on knowledge and patient empowerment (primary outcomes) compared to a standard website. Secondary outcomes are website usage, preparation for decision making, and decisional conflict. Discussion. IHCAs can be a suitable way to promote knowledge about chronic low back pain and self-management competencies. Results of the study can increase the knowledge on how to develop IHCAs which are more useful and effective for people suffering from chronic low back pain. Trial registration. International Clinical Trials Registry DRKS00003322. © 2013 Dirmaier et al.; licensee BioMed Central Ltd.,” vol. 13, no. 1, 2013, doi: 10.1186/1472-6947-13-66.		In	new_screen		
	SCI1297_B1	MomMoodBooster web-based intervention for postpartum depression: Feasibility trial results,	Background: Postpartum depression (PPD)-the most common complication of childbirth-is a significant and prevalent public health problem that severely disrupts family interactions and can result in serious lasting consequences to the health of women and the healthy development of infants. These consequences increase in severity when left untreated; most women with PPD do not obtain help due to a range of logistical and attitudinal barriers. Objective: This pilot study was designed to test the feasibility, acceptability, and potential efficacy of an innovative and interactive guided Web-based intervention for postpartum depression, MomMoodBooster (MMB). Methods: A sample of 53 women who satisfied eligibility criteria (<9 months postpartum, =18 years of age, home Internet access and use of personal email, Edinburgh Postnatal Depression Survey score of 12-20 or Patient Health Questionnaire score from 10-19) were invited to use the MMB program. Assessments occurred at screening/pretest, posttest (3 months following enrollment), and at 6 months follow-up. Results: All six sessions of the program were completed by 87% (46/53) of participants. Participants were engaged with the program: visit days (mean 15.2, SD 8.7), number of visits (mean 20.1, SD 12.2), total duration of visits in hours (mean 5.1, SD 1.3), and number of sessions viewed out of six (mean 5.6, SD 1.3) all support high usage. Posttest data were collected from 89% of participants (47/53) and 6-month follow-up data were collected from 87% of participants (46/53). At pretest, 55% (29/53) of participants met PHQ-9 criteria for minor or major depression. At posttest, 90% (26/29) no longer met criteria. Conclusions: These findings support the expanded use and additional testing of the MMB program, including its implementation in a range of clinical and public health settings.,” vol. 15, no. 11, 2013, doi: 10.2196/jmir.2876.		In	new_screen		
	SCI1297_B2	Adapting an in-person patient-caregiver communication intervention to a tailored web-based format,	Background: Interventions that target cancer patients and their caregivers have been shown to improve patient-caregiver communication, support, and emotional well-being. Objective: To adapt an in-person communication intervention for cancer patients and caregivers to a web-based format, and to examine the usability and acceptability of the web-based program among representative users. Methods: A tailored, interactive web-based communication program for cancer patients and their family caregivers was developed based on an existing in-person, nurse-delivered intervention. The development process involved: (1) building a multidisciplinary team of content and web design experts, (2) combining key components of the in-person intervention with the unique tailoring and interactive features of a web-based platform, and (3) conducting focus groups and usability testing to obtain feedback from representative program users at multiple time points. Results: Four focus groups with 2-3 patient-caregiver pairs per group (n = 22 total participants) and two iterations of usability testing with four patient-caregiver pairs per session (n = 16 total participants) were conducted. Response to the program’s structure, design, and content was favorable, even among users who were older or had limited computer and Internet experience. The program received high ratings for ease of use and overall usability (mean System Usability Score of 89.5 out of 100). Conclusions: Many elements of a nurse-delivered patient-caregiver intervention can be successfully adapted to a web-based format. A multidisciplinary design team and an iterative evaluation process with representative users were instrumental in the development of a usable and well-received web-based program. Copyright © 2011 John Wiley & Sons, Ltd. Copyright © 2011 John Wiley & Sons, Ltd.,” vol. 21, no. 3, pp. 336–341, 2012, doi: 10.1002/pon.1900.		In	new_screen		
	SCI1297_B3	Coping with cancer: A web-based educational program for early and middle adolescents,	Educating patients is a primary responsibility of all nurses; however, because of time constraints and staff shortages, pediatric oncology nurses are often unable to adequately prepare patients for cancer treatment. Instead, patients frequently rely on the Internet as a source of information about cancer, some of which can be outdated and inaccurate. Adolescents regard the Internet as a valuable source of health information as it is easily accessible, less threatening, and confidential. Considering the need for accurate, readily available information for adolescents with cancer, the purpose of this study was to develop and validate an innovative, interactive Web-based educational program to prepare early and middle adolescents for cancer treatment. Titled ‘Coping With Cancer,’ this program was developed by the investigator after conducting in-depth interviews of adolescent cancer survivors and their parents. Based on the transactional model of coping, the program focuses on enhancing the adolescent’s knowledge of cancer, cancer treatment, and healthy coping strategies. Coping With Cancer can be an effective resource for pediatric oncology nurses in providing ongoing education for adolescents with cancer. © 2009 by Association of Pediatric Hematology/Oncology Nurses.,” vol. 26, no. 4, pp. 230–241, 2009, doi: 10.1177/1043454209334417.		In	new_screen		
	SCI1297_B4	A tailored web-based psychoeducational intervention for cancer patients and their family caregivers,	BACKGROUND:: Most programs addressing psychosocial concerns of cancer survivors are in-person programs that are expensive to deliver, have limited availability, and seldom deal with caregivers’ concerns. OBJECTIVE:: This study examined the feasibility of translating an efficacious nurse-delivered program (FOCUS Program) for patients and their caregivers to a tailored, dyadic Web-based format. Specific aims were to (1) test the preliminary effects of the Web-based intervention on patient and caregiver outcomes, (2) examine participants’ program satisfaction, and (3) determine the feasibility of using a Web-based delivery format. METHODS:: A phase 2 feasibility study was conducted with cancer patients (lung, breast, colorectal, prostate) and their family caregivers (N = 38 dyads). The Web-based intervention provided information and support tailored to the unique characteristics of each patient, caregiver, and their dyadic relationship. Primary outcomes were emotional distress and quality of life. Secondary outcomes were benefits of illness/caregiving, communication, support, and self-efficacy. Analyses included descriptive statistics and repeated-measures analysis of variance. RESULTS:: Dyads had a significant decrease in emotional distress, increase in quality of life, and perceived more benefits of illness/caregiving. Caregivers also had significant improvement in self-efficacy. There were no changes in communication. Participants were satisfied with program usability, but recommended additional content. CONCLUSIONS:: It was possible to translate a clinician-delivered program to a Web-based format that was easy to use and had positive effects on dyadic outcomes. IMPLICATIONS FOR PRACTICE:: The Web-based program is a promising way to provide psychosocial care to more patients and caregivers using fewer personnel. It needs further testing in a larger randomized clinical trial. © 2014 Wolters Kluwer Health Lippincott Williams & Wilkins.,” vol. 37, no. 5, pp. 321–330, 2014, doi: 10.1097/NCC.0000000000000159.		In	new_screen		
	SCI258_B1	Use of a Smartphone Application to Reduce Hypoglycemia in Type 1 Diabetes: A Pilot Study,	Background: Hypoglycemia and hypoglycemia unawareness are common in long-standing type 1 diabetes (T1D). This pilot study examined the real-world use of a smartphone application (app), which receives meter readings and logs hypoglycemic symptoms, causes, and treatments to reduce hypoglycemia. Methods: Adults with T1D and recent hypoglycemia synchronized their glucose meter to their smartphone and used the Joslin HypoMapTM app powered by Glooko to track hypoglycemic events. At baseline, and after 6 and 12 weeks of using the app, a blinded continuous glucose monitor (CGM; Dexcom G4) was used for 2 weeks and surveys administered. Results: Participants (n = 22) at baseline had mean (SD) age 43 (14) years, duration of diabetes 26 (13) years, A1c 8.0% (0.87) and 21/22 had reduced hypoglycemia awareness per Clarke Hypoglycemia Unawareness survey scores; 13 (59%) were ‘CGM completers’ (CGM data available at baseline and follow-up). Most noncompletion related to time required/difficulties using the mobile app. After 6 weeks, 8/13 completers (62% of CGM completers, 36% of total participants) had reduced daytime minutes with glucose <54 mg/dL (mean ↓331 minutes) and 10/13 (77% of CGM completers; 45% of total participants) had reduced time ≤ 70 mg/dL (mean ↓449 minutes). This was not sustained at 12 weeks, at which time half of the completers had less time (‘improved’). Five participants reported improved hypoglycemia awareness; 9 stated the app helped them better recognize hypoglycemia. Conclusions: Use of this phone app has the potential to help reduce daytime hypoglycemia in a subset of T1D adults with reduce hypoglycemia awareness; larger studies are needed.,” vol. 12, no. 6, pp. 1192–1199, 2018, doi: 10.1177/1932296817749859.		Ex	new_screen		
	SCI258_B2	Pain buddy: A novel use of m-health in the management of children’s cancer pain,	Background Over 12,000 children are diagnosed with cancer every year in the United States. In addition to symptoms associated with their disease, children undergoing chemotherapy frequently experience significant pain, which is unfortunately often undertreated. The field of m-Health offers an innovative avenue for pain assessment and intervention in the home setting. The current study describes the development and initial evaluation of a tablet-based program, Pain Buddy, aimed to enhance pain management and foster improved quality of life in children ages 8–18 years undergoing cancer treatment. Methods An animated avatar-based tablet application was developed using state-of-the-art software. Key aspects of Pain Buddy include daily pain and symptom diaries completed by children, remote monitoring of symptoms by uploading patient’s data through internet to a cloud server, cognitive and behavioral skills training, interactive three-dimensional avatars that guide children through the program, and an incentive system to motivate engagement. Twelve children between the ages of 8 and 18 participated in a pilot study of Pain Buddy. Results Children were highly satisfied with the program. Pain and appetite disturbances were most frequently endorsed. Symptom trigger alerts to outside providers were largely related to clinically significant pain. Children infrequently used analgesics, and reported using some non-pharmacological pain management strategies. Conclusion Pain Buddy appears to be a promising tool to improve pain and symptom management in children undergoing cancer treatment. Results from the current study will inform future improvements to Pain Buddy, in preparation for a randomized controlled trial to assess the efficacy of this innovative treatment.,” vol. 76, pp. 202–214, 2016, doi: 10.1016/j.compbiomed.2016.07.012.		In	new_screen		
	SCO1038_B1	Non-verbal persuasion and communication in an affective agent,	This chapter deals with the communication of persuasion. Only a small percentage of communication involves words: as the old saying goes, ‘it’s not what you say, it’s how you say it’. While this likely underestimates the importance of good verbal persuasion techniques, it is accurate in underlining the critical role of non-verbal behaviour during face-to-face communication. In this chapter we restrict the discussion to body language. We also consider embodied virtual agents. As is the case with humans, there are a number of fundamental factors to be considered when constructing persuasive agents. In particular, one who wishes to persuade must appear credible, trustworthy, confident, and non-threatening. Knowing how not to behave is also a vital basis for effective persuasion. This includes resolving task constraints or other factors with the social perception considerations. These social virtual agents face many of the same problems as humans have in controlling and expressing themselves in an appropriate manner so as to establish and maintain persuasive interaction. All along the chapter, much of our discussion will handle concepts applicable both to agent and to human behaviour.,” Cognitive Technologies, no. 9783642151835. pp. 585–608, 2011. doi: 10.1007/978-3-642-15184-2_30.		Ex	new_screen		
	SCO1038_B2	SOPRANO - An ambient assisted living system for supporting older people at home,	SOPRANO (Service-oriented programmable smart environments for Older Europeans) is a EU-funded project to develop an ambient assisted living (AAL) system to enhance the lives of frail and disabled older people. SOPRANO uses pervasive technologies such as sensors, actuators, smart interfaces, and artificial intelligence to create a more supportive home environment. SOPRANO provides additional safety and security, supporting independent living and social participation and improving quality of life. The paper describes the user-driven approach to research and development within the SOPRANO project and presents results that have emerged from this iterative process. The paper concludes by discussing benefits of the user-driven approach and future plans for system demonstration and large-scale field trials. © 2009 Springer Berlin Heidelberg.,” Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), vol. 5597 LNCS. pp. 233–236, 2009. doi: 10.1007/978-3-642-02868-7_30.		In	new_screen		
	SCO1038_B4	Automated interventions for multiple health behaviors using conversational agents,	Objective: An automated health counselor agent was designed to promote both physical activity and fruit and vegetable consumption through a series of simulated conversations with users on their home computers. Methods: The agent was evaluated in a 4-arm randomized trial of a two-month daily contact intervention comparing: (a) physical activity; (b) fruit and vegetable consumption; (c) both interventions; and (d) a non-intervention control. Physical activity was assessed using daily pedometer steps. Daily servings of fruit and vegetables were assessed using the NIH/NCI self-report Fruit and Vegetable Scan. Results: Participants in the physical activity intervention increased their walking on average compared to the control group, while those in the fruit and vegetable intervention and combined intervention decreased walking. Participants in the fruit and vegetable intervention group consumed significantly more servings per day compared to those in the control group, and those in the combined intervention reported consuming more compared to those in the control group. Conclusion: Automated health intervention software designed for efficient re-use is effective at changing health behavior. Practice implications: Automated health behavior change interventions can be designed to facilitate translation and adaptation across multiple behaviors. © 2013 Elsevier Ireland Ltd.,” vol. 92, no. 2, pp. 142–148, 2013, doi: 10.1016/j.pec.2013.05.011.		In	new_screen		
	SCO117_F1	Assist-Me, a volunteer mobile emergency system to assist elderly people,	Assisting elderly people in emergency situations is very important to improve their quality of life. This assistance can be done with the help of volunteers using technology and in particular pervasive and mobile computing. We propose in this paper Assist-Me, a smart system aimed at assisting elderly people in case of emergency. The goal is to enhance elderly people daily life independence and autonomy, in indoor and outdoor environments, by offering flexible and faster assistance in emergency situations via social intervention offered by volunteers. We believe that our solution can alleviate the unnecessary intervention of emergency center, provide a flexible volunteering intervention and better serve elderly people in needs. Assist-Me includes two smartphone applications: one for elderly people that require emergency assistance and the second for volunteers who receive the request. Assist-Me manages emergency situations by automatically selecting appropriate volunteers based on fuzzy-logic engine. The implementation of the engine is also presented in this paper.,” in Proceedings - 15th IEEE International Conference on Computer and Information Technology, CIT 2015, 14th IEEE International Conference on Ubiquitous Computing and Communications, IUCC 2015, 13th IEEE International Conference on Dependable, Autonomic and Secure Computing, DASC 2015 and 13th IEEE International Conference on Pervasive Intelligence and Computing, PICom 2015, 2015, pp. 2373–2380. doi: 10.1109/CIT/IUCC/DASC/PICOM.2015.351.		In	new_screen		
	SCO1205_B2	CogniWin – a virtual assistance system for older adults at work,	This paper presents an innovative virtual assistant system, which aims to address older adults’ needs in a professional environment by proposing promising and innovative virtual assistance mechanisms. The system, named CogniWin, is expected to alleviate eventual age related memory degradation and gradual decrease of other cognitive capabilities (i.e. speed of processing new information, concentration level) and at the same time assist older adults to increase their learning abilities through personalized learning assistance and well-being guidance. In this paper we describe the overall system concept, the technological approach, the methodology used in the elicitation of user needs, and describe the first pre-trials’ evaluation.,” Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), vol. 9194. pp. 257–268, 2015. doi: 10.1007/978-3-319-20913-5_24.		In	new_screen		
	SCO1205_B3	MyUI: Generating accessible user interfaces from multimodal design patterns,	Adaptive user interfaces can make technology more accessible. Quite a number of conceptual and technical approaches have been proposed for adaptations to diverse user needs, multiple devices or multiple environments. Little work, however, has been directed at integrating all the essential aspects of adaptive user interfaces for accessibility in one system. In this paper, we present our generic MyUI infrastructure for increased accessibility through automatically generated adaptive user interfaces. The multimodal design patterns repository serves as the basis for a modular approach to individualized user interfaces. This open and extensible pattern repository makes the adaptation rules transparent for designers and developers who can contribute to the repository by sharing their knowledge about accessible design. The adaptation architecture and procedures enable user interface generation and dynamic adaptations during run-time. For the specification of an abstract user interface model, a novel statecharts-based notation has been developed. A development tool supports the interactive creation of the graphical user interface model. Copyright 2012 ACM.,” in EICS’12 - Proceedings of the 2012 ACM SIGCHI Symposium on Engineering Interactive Computing Systems, 2012, pp. 81–90. doi: 10.1145/2305484.2305500.		Ex	new_screen		
	SCO1205_B4	Age differences in menu item selection for smartphone: The effects of icon background colors and icon symbols,	Previous research found that icon background colors and symbols influenced menu selection time. However, the previous research did not consider non-generic users; especially, children and older adult users that have gathered momentum. Literature highlights the age-related differences in various dimensions, and how they are related to technology use. The purpose of the present study is to extend the previous research on the influence of icon background colors and symbols [1], by examining the age-related difference in smartphone menu item selection task, with the manipulation of icon background colors and icon symbols. A three-way ANOVA indicated that there are significant main effects of age group, background colors, and icon symbols, as well as high-order effects of the three variables.,” in ACM International Conference Proceeding Series, 2019, pp. 55–64. doi: 10.1145/3328243.3328251.		Ex	new_screen		
	SCO1205_B5	Three-button gateway smart home interface (TrueSmartface) for elderly: Design, development and deployment,	With the growing age, the older adults experience gradual health, physical as well cognitive, declining. Oftentimes, the degree of developed health concerns is severe enough for the inevitable need of most likely a permanent caregiver or resource-rich but overly expensive assisted or nursing facility. The increasingly technical richness of the science advancements helps elevate at least most aspects of human life and the existence of smart home is one such outcome that has attained popularity, maturity and acceptability over the short period of time, especially in the communities of seniors, where it promises them an independent daily living. The smart home is an intelligent, technical, and automated cyber-physical infrastructure, which consists of a number of appliances and devices embedded or attached in physical environment. Some of them will be contextually-triggered, however, there is also a potential need for an efficient interface (graphical or non-graphical) to operate some. The design of such graphical interfaces is not so rudimentary, rather ought to be a comprehensive human-centered design that imposes very minimal physical and cognitive stress on a senior inhabitant. In this research work, we design and develop one such graphical interface (apt for desktop, laptop and mobile devices), which is based on some newly devised hypotheses, validated through literature and informal surveys. At every stage of the design, a three-button constraint is precisely persevered and the interface is successfully deployed into the Smart Home Lab at Iowa State University.,” vol. 149, 2020, doi: 10.1016/j.measurement.2019.106923.		In	new_screen		
	SCO263_B1	Developing a multimodal interface for the elderly,	The elderly remain excluded from technology, since they regard traditional computer interfaces as overly technical and difficult to use. However, the older users consider other forms of interaction easier to use - like touch and gesture recognition interfaces. Regarding the touch interfaces, we focused on text-entry tasks and developed and tested 5 virtual QWERTY keyboard variants in order to improve text entry speed and accuracy on tablet devices. Preliminary user tests with young adults revealed that soft keyboards without visual changes remain the fastest method for text entry, and allowed us to rule out the least promising variants. Regarding gesture recognition, we developed regular gestures as well as alternative functionalities based on the motion sensing device: user and ambient sensing. These features allow to create a more intelligent system that reacts to the user and environment without explicit interaction. In the near future, we will perform tests for both interaction modalities with older adults. © 2013 The Authors. Published by Elsevier B.V.,” in Procedia Computer Science, 2014, vol. 27, pp. 359–368. doi: 10.1016/j.procs.2014.02.040.		In	new_screen		
	SCO342_B1	Designing the interface between dementia patients, caregivers and computer-based intervention,	People with Alzheimer’s Disease (AD) experience progressive degeneration of cognitive skills and the cumulative loss of short-term memory function. This severely impairs their ability to communicate with relatives and caregivers. The ‘dehumanizing’ effect that is engendered by the loss of communication skills, and the subsequent psychological and emotional distress experienced by people with AD and their caregivers are perhaps the most significant and detrimental psycho-social characteristics of AD. This paper demonstrates how our multidisciplinary, user-centred approach to design for computer-based assistive tools for people with AD can support progressive, nonpharmacological intervention and promote improved quality of life in dementia care environments.,” vol. 10, no. 1, pp. 12–23, 2007, doi: 10.2752/146069207789318018.		In	new_screen		
	SCO342_B2	Multimodal Interface for Elderly People,	With the continuous ageing of the population, the demand for different healthcare services is increasing at a fast pace. At the same time, the number of caregivers is limited and the cost of well-being is increasing. Therefore, there is a recognized need for technologies that assist elderly people in their daily activities and ensure their safety along with their social integration while maintaining a higher degree of independence. One important aspect in the development of such technologies is their easy acceptance by elderly users. Traditional human-machine interfaces have always represented a barrier for the acceptance of new devices by non-technical people in general and by elderly or people with special needs in particular. In this paper, we propose a multimodal interface designed to match the requirements of Ambient Assisted Living (AAL) systems and to fulfill the needs of elderly people who are the main users of this interface. The interface is multilingual, it supports two languages (English and Romanian) and it can process both speech and gesture commands. The interface is developed using HTML5, JavaScript, CSS3 and integrates Google Speech Service along with other services. It is able to adapt itself to any screen size and to work flawlessly across different platforms. The interface was developed and tested within the ‘Artificial intelligent ecosystem for self-management and sustainable quality of life in AAL’ (CAMI) project. Both the interface and the results of laboratory tests are presented in this paper.,” in Proceedings - 2017 21st International Conference on Control Systems and Computer, CSCS 2017, 2017, pp. 536–541. doi: 10.1109/CSCS.2017.82.		In	new_screen		
